Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionFlag,AgeGroup,TenureGroup,DistanceGroup,CareerStage,RoleStabilityGroup,PromotionDelayGroup,IncomeGroup,EducationLevel,StockOption,JobLevelGroup,SatisfactionLevel,PerformanceRatingLevel,EnvironmentSatisfactionLevel,JobInvolvementLevel,RelationshipSatisfactionLevel,WorkLifeBalanceLevel
43,Yes,Travel_Rarely,1372,Sales,9,Marketing,1,1188,Female,85,Sales Executive,Single,5346,9489,8,Y,No,13,80,7,2,4,3,1,3,1,36-45,4-5,6-10,Mid career,2-3,1-2 years,Medium,Medium,No Options,Junior Level,Medium-High,Medium-High,Low,Low,Medium-Low,Medium-Low
32,No,Non-Travel,862,Sales,2,Life Sciences,1,1190,Female,76,Sales Representative,Divorced,2827,14947,1,Y,No,12,80,1,3,1,0,0,0,0,26-35,0-1,0-5,Entry-level,0-1,Promoted this year,Low,Very Low,High,Entry Level,Low,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High
56,No,Travel_Rarely,718,Research & Development,4,Technical Degree,1,1191,Female,92,Manager,Divorced,19943,18575,4,Y,No,13,80,28,2,5,2,4,2,0,56-65,4-5,0-5,Late career,2-3,3-5 years,VeryHigh,High,Low,Executive Level,Low,Medium-High,High,Medium-High,High,Medium-High
29,No,Travel_Rarely,1401,Research & Development,6,Medical,1,1192,Female,54,Laboratory Technician,Married,3131,26342,1,Y,No,13,80,10,5,10,8,0,8,0,26-35,6-10,6-10,Mid career,8+,Promoted this year,Medium,Very Low,Low,Entry Level,High,Medium-High,Medium-Low,Medium-High,Low,Medium-High
19,No,Travel_Rarely,645,Research & Development,9,Life Sciences,1,1193,Male,54,Research Scientist,Single,2552,7172,1,Y,No,25,80,1,4,1,1,0,0,0,18-25,0-1,6-10,Entry-level,0-1,Promoted this year,Low,Low,No Options,Entry Level,Low,High,Medium-High,Medium-High,Medium-High,Medium-High
45,No,Travel_Rarely,1457,Research & Development,7,Medical,1,1195,Female,83,Research Scientist,Married,4477,20100,4,Y,Yes,19,80,7,2,3,2,0,2,0,36-45,2-3,6-10,Mid career,2-3,Promoted this year,Medium,Medium,Low,Entry Level,Medium-High,Medium-High,Low,Medium-High,Medium-High,Medium-Low
37,No,Travel_Rarely,977,Research & Development,1,Life Sciences,1,1196,Female,56,Manufacturing Director,Married,6474,9961,1,Y,No,13,80,14,2,14,8,3,11,0,36-45,10+,0-5,Experienced,8+,3-5 years,High,Medium,Low,Junior Level,High,Medium-High,High,Medium-Low,Medium-Low,Medium-Low
20,No,Travel_Rarely,805,Research & Development,3,Life Sciences,1,1198,Male,87,Laboratory Technician,Single,3033,12828,1,Y,No,12,80,2,2,2,2,1,2,0,18-25,2-3,0-5,Entry-level,2-3,1-2 years,Medium,Medium,No Options,Entry Level,Medium-High,Medium-High,Low,Medium-Low,Low,Medium-Low
44,Yes,Travel_Rarely,1097,Research & Development,10,Life Sciences,1,1200,Male,96,Research Scientist,Single,2936,10826,1,Y,Yes,11,80,6,4,6,4,0,2,1,36-45,6-10,6-10,Mid career,4-7,Promoted this year,Low,High,No Options,Entry Level,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High
53,No,Travel_Rarely,1223,Research & Development,7,Medical,1,1201,Female,50,Manager,Divorced,18606,18640,3,Y,No,18,80,26,6,7,7,4,7,0,46-55,6-10,6-10,Late career,4-7,3-5 years,VeryHigh,Low,Low,Executive Level,Medium-High,Medium-High,High,Medium-High,Medium-Low,Medium-High
29,No,Travel_Rarely,942,Research & Development,15,Life Sciences,1,1202,Female,69,Research Scientist,Married,2168,26933,0,Y,Yes,18,80,6,2,5,4,1,3,0,26-35,4-5,11-20,Mid career,4-7,1-2 years,Low,Very Low,Low,Entry Level,High,Medium-High,Medium-Low,Low,Low,Medium-Low
22,Yes,Travel_Frequently,1256,Research & Development,3,Life Sciences,1,1203,Male,48,Research Scientist,Married,2853,4223,0,Y,Yes,11,80,1,5,0,0,0,0,1,18-25,0-1,0-5,Entry-level,0-1,Promoted this year,Low,High,Low,Entry Level,High,Medium-High,Medium-High,Medium-Low,Medium-Low,Medium-High
46,No,Travel_Rarely,1402,Sales,2,Marketing,1,1204,Female,69,Manager,Married,17048,24097,8,Y,No,23,80,28,2,26,15,15,9,0,46-55,10+,0-5,Late career,8+,5+ years,VeryHigh,Medium,No Options,Senior Level,Low,High,Medium-High,Medium-High,Low,Medium-High
44,No,Non-Travel,111,Research & Development,17,Life Sciences,1,1206,Male,74,Research Scientist,Single,2290,4279,2,Y,No,13,80,6,3,0,0,0,0,0,36-45,0-1,11-20,Mid career,0-1,Promoted this year,Low,Medium,No Options,Entry Level,Medium-High,Medium-High,High,Low,High,Medium-High
33,No,Travel_Rarely,147,Human Resources,2,Human Resources,1,1207,Male,99,Human Resources,Married,3600,8429,1,Y,No,13,80,5,2,5,4,1,4,0,26-35,4-5,0-5,Early career,4-7,1-2 years,Medium,Medium,Low,Entry Level,Medium-High,Medium-High,Medium-Low,Medium-High,High,Medium-High
41,Yes,Non-Travel,906,Research & Development,5,Life Sciences,1,1210,Male,95,Research Scientist,Divorced,2107,20293,6,Y,No,17,80,5,2,1,0,0,0,1,36-45,0-1,0-5,Early career,0-1,Promoted this year,Low,Low,Low,Entry Level,Low,Medium-High,Low,Medium-Low,Low,Low
30,No,Travel_Rarely,1329,Sales,29,Life Sciences,1,1211,Male,61,Sales Executive,Divorced,4115,13192,8,Y,No,19,80,8,3,4,3,0,3,0,26-35,4-5,21-30,Mid career,2-3,Promoted this year,Medium,High,High,Junior Level,Low,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High
40,No,Travel_Frequently,1184,Sales,2,Medical,1,1212,Male,62,Sales Executive,Married,4327,25440,5,Y,No,12,80,5,2,0,0,0,0,0,36-45,0-1,0-5,Early career,0-1,Promoted this year,Medium,High,High,Junior Level,Medium-Low,Medium-High,Medium-Low,Medium-High,High,Medium-High
50,No,Travel_Frequently,1421,Research & Development,2,Medical,1,1215,Female,30,Manager,Married,17856,9490,2,Y,No,22,80,32,3,2,2,2,2,0,46-55,2-3,0-5,Late career,2-3,1-2 years,VeryHigh,Medium,Low,Senior Level,Low,High,High,Medium-High,Medium-High,Medium-High
28,No,Travel_Rarely,1179,Research & Development,19,Medical,1,1216,Male,78,Laboratory Technician,Married,3196,12449,1,Y,No,12,80,6,2,6,5,3,3,0,26-35,6-10,11-20,Mid career,4-7,3-5 years,Medium,High,High,Entry Level,Low,Medium-High,High,Medium-Low,Medium-High,Medium-High
46,No,Travel_Rarely,1450,Research & Development,15,Life Sciences,1,1217,Male,52,Research Director,Married,19081,10849,5,Y,No,11,80,25,2,4,2,0,3,0,46-55,4-5,11-20,Late career,2-3,Promoted this year,VeryHigh,Low,Low,Executive Level,Medium-Low,Medium-High,High,Medium-High,Low,Medium-High
35,No,Travel_Rarely,1361,Sales,17,Life Sciences,1,1218,Male,94,Sales Executive,Married,8966,21026,3,Y,Yes,15,80,15,2,7,7,1,7,0,26-35,6-10,11-20,Experienced,4-7,1-2 years,High,High,High,Junior Level,Low,Medium-High,Medium-High,Medium-High,High,Medium-High
24,Yes,Travel_Rarely,984,Research & Development,17,Life Sciences,1,1219,Female,97,Laboratory Technician,Married,2210,3372,1,Y,No,13,80,1,3,1,0,0,0,1,18-25,0-1,11-20,Entry-level,0-1,Promoted this year,Low,Low,Low,Entry Level,Medium-Low,Medium-High,High,Medium-High,Low,Low
33,No,Travel_Frequently,1146,Sales,25,Medical,1,1220,Female,82,Sales Executive,Married,4539,4905,1,Y,No,12,80,10,3,10,7,0,1,0,26-35,6-10,21-30,Mid career,4-7,Promoted this year,Medium,Medium,Low,Junior Level,Medium-High,Medium-High,Medium-Low,Medium-High,Low,Medium-Low
36,No,Travel_Rarely,917,Research & Development,6,Life Sciences,1,1221,Male,60,Laboratory Technician,Divorced,2741,6865,1,Y,No,14,80,7,4,7,7,1,7,0,36-45,6-10,6-10,Mid career,4-7,1-2 years,Low,High,Low,Entry Level,Medium-High,Medium-High,Medium-High,Low,Medium-High,Medium-High
30,No,Travel_Rarely,853,Research & Development,7,Life Sciences,1,1224,Male,49,Laboratory Technician,Divorced,3491,11309,1,Y,No,13,80,10,4,10,7,8,9,0,26-35,6-10,6-10,Mid career,4-7,5+ years,Medium,High,High,Junior Level,Medium-High,Medium-High,Medium-High,Medium-High,Low,Medium-Low
44,No,Travel_Rarely,200,Research & Development,29,Other,1,1225,Male,32,Research Scientist,Single,4541,7744,1,Y,No,25,80,20,3,20,11,13,17,0,36-45,10+,21-30,Experienced,8+,5+ years,Medium,High,No Options,Junior Level,High,High,High,Medium-High,Medium-Low,Medium-High
20,No,Travel_Rarely,654,Sales,21,Marketing,1,1226,Male,43,Sales Representative,Single,2678,5050,1,Y,No,17,80,2,2,2,1,2,2,0,18-25,2-3,21-30,Entry-level,0-1,1-2 years,Low,Medium,No Options,Entry Level,High,Medium-High,Medium-High,High,High,Medium-High
46,No,Travel_Rarely,150,Research & Development,2,Technical Degree,1,1228,Male,60,Manufacturing Director,Divorced,7379,17433,2,Y,No,11,80,12,3,6,3,1,4,0,46-55,6-10,0-5,Experienced,2-3,1-2 years,High,High,Low,Junior Level,High,Medium-High,High,Medium-High,Medium-High,Medium-Low
42,No,Non-Travel,179,Human Resources,2,Medical,1,1231,Male,79,Human Resources,Married,6272,12858,7,Y,No,16,80,10,3,4,3,0,3,0,36-45,4-5,0-5,Mid career,2-3,Promoted this year,High,Very High,Low,Junior Level,Low,Medium-High,High,High,Low,High
60,No,Travel_Rarely,696,Sales,7,Marketing,1,1233,Male,52,Sales Executive,Divorced,5220,10893,0,Y,Yes,18,80,12,3,11,7,1,9,0,56-65,10+,6-10,Experienced,4-7,1-2 years,Medium,High,Low,Junior Level,High,Medium-High,Medium-Low,High,Medium-Low,Medium-High
32,No,Travel_Frequently,116,Research & Development,13,Other,1,1234,Female,77,Laboratory Technician,Married,2743,7331,1,Y,No,20,80,2,2,2,2,2,2,0,26-35,2-3,11-20,Entry-level,2-3,1-2 years,Low,Medium,Low,Entry Level,Medium-Low,High,Medium-High,Medium-Low,Medium-High,Medium-High
32,No,Travel_Frequently,1316,Research & Development,2,Life Sciences,1,1235,Female,38,Research Scientist,Single,4998,2338,4,Y,Yes,14,80,10,2,8,7,0,7,0,26-35,6-10,0-5,Mid career,4-7,Promoted this year,Medium,Low,No Options,Junior Level,Medium-High,Medium-High,High,Medium-High,High,Medium-High
36,No,Travel_Rarely,363,Research & Development,1,Technical Degree,1,1237,Female,77,Manufacturing Director,Divorced,10252,4235,2,Y,Yes,21,80,17,2,7,7,7,7,0,36-45,6-10,0-5,Experienced,4-7,5+ years,VeryHigh,Medium,Low,Mid Level,Low,High,Medium-High,Low,Medium-High,Medium-High
33,No,Travel_Rarely,117,Research & Development,9,Medical,1,1238,Male,60,Research Scientist,Married,2781,6311,0,Y,No,13,80,15,5,14,10,4,10,0,26-35,10+,6-10,Experienced,8+,3-5 years,Low,Medium,Low,Entry Level,High,Medium-High,Low,Medium-High,Medium-Low,Medium-High
40,No,Travel_Rarely,107,Sales,10,Technical Degree,1,1239,Female,84,Sales Executive,Divorced,6852,11591,7,Y,No,12,80,7,2,5,1,1,3,0,36-45,4-5,6-10,Mid career,0-1,1-2 years,High,Medium,Low,Junior Level,Medium-Low,Medium-High,Medium-Low,Medium-Low,Medium-Low,High
25,No,Travel_Rarely,1356,Sales,10,Life Sciences,1,1240,Male,57,Sales Executive,Single,4950,20623,0,Y,No,14,80,5,4,4,3,1,1,0,18-25,4-5,6-10,Early career,2-3,1-2 years,Medium,High,No Options,Junior Level,High,Medium-High,Medium-High,Medium-High,Medium-Low,Medium-High
30,No,Travel_Rarely,1465,Research & Development,1,Medical,1,1241,Male,63,Research Scientist,Married,3579,9369,0,Y,Yes,21,80,12,2,11,9,5,7,0,26-35,10+,0-5,Experienced,8+,3-5 years,Medium,Medium,Low,Entry Level,Medium-Low,High,High,Medium-High,Low,Medium-High
42,No,Travel_Frequently,458,Research & Development,26,Medical,1,1242,Female,60,Research Director,Married,13191,23281,3,Y,Yes,17,80,20,6,1,0,0,0,0,36-45,0-1,21-30,Experienced,0-1,Promoted this year,VeryHigh,Very High,No Options,Mid Level,Low,Medium-High,Low,Medium-High,Medium-High,Medium-High
35,No,Non-Travel,1212,Sales,8,Marketing,1,1243,Female,78,Sales Executive,Married,10377,13755,4,Y,Yes,11,80,16,6,13,2,4,12,0,26-35,10+,6-10,Experienced,2-3,3-5 years,VeryHigh,Low,Low,Mid Level,High,Medium-High,Medium-High,Medium-Low,Medium-Low,Medium-Low
27,No,Travel_Rarely,1103,Research & Development,14,Life Sciences,1,1244,Male,42,Research Scientist,Married,2235,14377,1,Y,Yes,14,80,9,3,9,7,6,8,0,26-35,6-10,11-20,Mid career,4-7,5+ years,Low,Medium,Medium,Entry Level,Low,Medium-High,Low,Medium-High,High,Medium-Low
54,No,Travel_Frequently,966,Research & Development,1,Life Sciences,1,1245,Female,53,Manufacturing Director,Divorced,10502,9659,7,Y,No,17,80,33,2,5,4,1,4,0,46-55,4-5,0-5,Late career,4-7,1-2 years,VeryHigh,High,Low,Mid Level,Medium-High,Medium-High,High,Medium-High,Low,Low
44,No,Travel_Rarely,1117,Research & Development,2,Life Sciences,1,1246,Female,72,Research Scientist,Married,2011,19982,1,Y,No,13,80,10,5,10,5,7,7,0,36-45,6-10,0-5,Mid career,4-7,5+ years,Low,Very Low,Low,Entry Level,High,Medium-High,Low,High,High,Medium-High
19,Yes,Non-Travel,504,Research & Development,10,Medical,1,1248,Female,96,Research Scientist,Single,1859,6148,1,Y,Yes,25,80,1,2,1,1,0,0,1,18-25,0-1,6-10,Entry-level,0-1,Promoted this year,Low,Medium,No Options,Entry Level,Medium-Low,High,Low,Medium-Low,Medium-Low,High
29,No,Travel_Rarely,1010,Research & Development,1,Life Sciences,1,1249,Female,97,Research Scientist,Divorced,3760,5598,1,Y,No,15,80,3,5,3,2,1,2,0,26-35,2-3,0-5,Early career,2-3,1-2 years,Medium,Medium,High,Entry Level,High,Medium-High,Low,Medium-High,Low,Medium-High
54,No,Travel_Rarely,685,Research & Development,3,Life Sciences,1,1250,Male,85,Research Director,Married,17779,23474,3,Y,No,14,80,36,2,10,9,0,9,0,46-55,6-10,0-5,Late career,8+,Promoted this year,VeryHigh,Medium,No Options,Senior Level,High,Medium-High,High,Medium-High,Low,Medium-High
31,No,Travel_Rarely,1332,Research & Development,11,Medical,1,1251,Male,80,Healthcare Representative,Married,6833,17089,1,Y,Yes,12,80,6,2,6,5,0,1,0,26-35,6-10,11-20,Mid career,4-7,Promoted this year,High,Low,No Options,Junior Level,Low,Medium-High,Medium-High,Medium-High,High,Medium-Low
31,No,Travel_Rarely,1062,Research & Development,24,Medical,1,1252,Female,96,Healthcare Representative,Single,6812,17198,1,Y,No,19,80,10,2,10,9,1,8,0,26-35,6-10,21-30,Mid career,8+,1-2 years,High,Medium,No Options,Junior Level,Low,Medium-High,Medium-High,Medium-Low,Medium-Low,Medium-High
59,No,Travel_Rarely,326,Sales,3,Life Sciences,1,1254,Female,48,Sales Executive,Single,5171,16490,5,Y,No,17,80,13,2,6,1,0,5,0,56-65,6-10,0-5,Experienced,0-1,Promoted this year,Medium,Medium,No Options,Junior Level,High,Medium-High,Medium-High,Medium-Low,High,Medium-High
43,No,Travel_Rarely,920,Research & Development,3,Life Sciences,1,1255,Male,96,Research Director,Married,19740,18625,3,Y,No,14,80,25,2,8,7,0,7,0,36-45,6-10,0-5,Late career,4-7,Promoted this year,VeryHigh,Medium,Low,Executive Level,High,Medium-High,Medium-High,Low,Medium-Low,Medium-High
49,No,Travel_Rarely,1098,Research & Development,4,Medical,1,1256,Male,85,Manager,Married,18711,12124,2,Y,No,13,80,23,2,1,0,0,0,0,46-55,0-1,0-5,Late career,0-1,Promoted this year,VeryHigh,Low,Low,Executive Level,Medium-High,Medium-High,Low,Medium-Low,Medium-High,High
36,No,Travel_Frequently,469,Research & Development,3,Technical Degree,1,1257,Male,46,Research Scientist,Married,3692,9256,1,Y,No,12,80,12,2,11,10,0,7,0,36-45,10+,0-5,Experienced,8+,Promoted this year,Medium,Medium,No Options,Entry Level,Medium-Low,Medium-High,Medium-High,Medium-High,Medium-High,Medium-Low
48,No,Travel_Rarely,969,Research & Development,2,Technical Degree,1,1258,Male,76,Laboratory Technician,Single,2559,16620,5,Y,No,11,80,7,4,1,0,0,0,0,46-55,0-1,0-5,Mid career,0-1,Promoted this year,Low,Low,No Options,Entry Level,Medium-Low,Medium-High,High,High,Medium-High,Medium-Low
27,No,Travel_Rarely,1167,Research & Development,4,Life Sciences,1,1259,Male,76,Research Scientist,Divorced,2517,3208,1,Y,No,11,80,5,2,5,3,0,3,0,26-35,4-5,0-5,Early career,2-3,Promoted this year,Low,Low,High,Entry Level,Medium-High,Medium-High,Low,Medium-High,Medium-Low,Medium-High
29,No,Travel_Rarely,1329,Research & Development,7,Life Sciences,1,1260,Male,82,Healthcare Representative,Divorced,6623,4204,1,Y,Yes,11,80,6,2,6,0,1,0,0,26-35,6-10,6-10,Mid career,0-1,1-2 years,High,Medium,Medium,Junior Level,High,Medium-High,Medium-High,Medium-High,Medium-Low,Medium-High
48,No,Travel_Rarely,715,Research & Development,1,Life Sciences,1,1263,Male,76,Research Director,Single,18265,8733,6,Y,No,12,80,25,3,1,0,0,0,0,46-55,0-1,0-5,Late career,0-1,Promoted this year,VeryHigh,Medium,No Options,Executive Level,High,Medium-High,High,Medium-Low,Medium-High,High
29,No,Travel_Rarely,694,Research & Development,1,Life Sciences,1,1264,Female,87,Research Director,Divorced,16124,3423,3,Y,No,14,80,9,2,7,7,1,7,0,26-35,6-10,0-5,Mid career,4-7,1-2 years,VeryHigh,Medium,Medium,Senior Level,High,Medium-High,High,Medium-Low,Medium-Low,Medium-Low
34,No,Travel_Rarely,1320,Research & Development,20,Technical Degree,1,1265,Female,89,Research Scientist,Married,2585,21643,0,Y,No,17,80,2,5,1,0,0,0,0,26-35,0-1,11-20,Entry-level,0-1,Promoted this year,Low,Medium,No Options,Entry Level,Medium-High,Medium-High,Medium-High,High,High,Medium-Low
44,No,Travel_Rarely,1099,Sales,5,Marketing,1,1267,Male,88,Manager,Married,18213,8751,7,Y,No,11,80,26,5,22,9,3,10,0,36-45,10+,0-5,Late career,8+,3-5 years,VeryHigh,Medium,Low,Executive Level,Medium-Low,Medium-High,Medium-Low,Medium-High,Medium-High,Medium-High
33,No,Travel_Rarely,536,Sales,10,Marketing,1,1268,Male,82,Sales Executive,Divorced,8380,21708,0,Y,Yes,14,80,10,3,9,8,0,8,0,26-35,6-10,6-10,Mid career,8+,Promoted this year,High,Very High,Medium,Mid Level,Medium-High,Medium-High,High,High,High,Medium-High
19,No,Travel_Rarely,265,Research & Development,25,Life Sciences,1,1269,Female,57,Research Scientist,Single,2994,21221,1,Y,Yes,12,80,1,2,1,0,0,1,0,18-25,0-1,21-30,Entry-level,0-1,Promoted this year,Low,Medium,No Options,Entry Level,High,Medium-High,Medium-Low,High,High,Medium-High
23,No,Travel_Rarely,373,Research & Development,1,Life Sciences,1,1270,Male,47,Research Scientist,Married,1223,16901,1,Y,No,22,80,1,2,1,0,0,1,0,18-25,0-1,0-5,Entry-level,0-1,Promoted this year,Low,Low,Low,Entry Level,Medium-High,High,High,Medium-High,High,Medium-High
25,Yes,Travel_Frequently,599,Sales,24,Life Sciences,1,1273,Male,73,Sales Representative,Single,1118,8040,1,Y,Yes,14,80,1,4,1,0,1,0,1,18-25,0-1,21-30,Entry-level,0-1,1-2 years,Low,Very Low,No Options,Entry Level,High,Medium-High,Medium-High,Low,High,Medium-High
26,No,Travel_Rarely,583,Research & Development,4,Life Sciences,1,1275,Male,53,Research Scientist,Single,2875,9973,1,Y,Yes,20,80,8,2,8,5,2,2,0,26-35,6-10,0-5,Mid career,4-7,1-2 years,Low,Low,No Options,Entry Level,High,High,Medium-High,Medium-High,Medium-Low,Medium-Low
45,Yes,Travel_Rarely,1449,Sales,2,Marketing,1,1277,Female,94,Manager,Single,18824,2493,2,Y,Yes,16,80,26,2,24,10,1,11,1,36-45,10+,0-5,Late career,8+,1-2 years,VeryHigh,Medium,No Options,Executive Level,Medium-Low,Medium-High,Low,Low,Low,Medium-High
55,No,Non-Travel,177,Research & Development,8,Medical,1,1278,Male,37,Healthcare Representative,Divorced,13577,25592,1,Y,Yes,15,80,34,3,33,9,15,0,0,46-55,10+,6-10,Late career,8+,5+ years,VeryHigh,Very Low,Low,Senior Level,Medium-Low,Medium-High,High,Medium-Low,High,Medium-High
21,Yes,Travel_Frequently,251,Research & Development,10,Life Sciences,1,1279,Female,45,Laboratory Technician,Single,2625,25308,1,Y,No,20,80,2,2,2,2,2,2,1,18-25,2-3,6-10,Entry-level,2-3,1-2 years,Low,Low,No Options,Entry Level,Medium-High,High,Low,Medium-Low,Medium-High,Low
46,No,Travel_Rarely,168,Sales,4,Marketing,1,1280,Female,33,Manager,Married,18789,9946,2,Y,No,14,80,26,2,11,4,0,8,0,46-55,10+,0-5,Late career,4-7,Promoted this year,VeryHigh,Low,Low,Executive Level,Medium-Low,Medium-High,High,Medium-Low,Medium-High,Medium-High
34,No,Travel_Rarely,131,Sales,2,Marketing,1,1281,Female,86,Sales Executive,Single,4538,6039,0,Y,Yes,12,80,4,3,3,2,0,2,0,26-35,2-3,0-5,Early career,2-3,Promoted this year,Medium,Medium,No Options,Junior Level,Low,Medium-High,Medium-High,Medium-High,High,Medium-High
51,No,Travel_Frequently,237,Sales,9,Life Sciences,1,1282,Male,83,Manager,Divorced,19847,19196,4,Y,Yes,24,80,31,5,29,10,11,10,0,46-55,10+,6-10,Late career,8+,5+ years,VeryHigh,Medium,Low,Executive Level,Medium-Low,High,High,Medium-High,Low,Medium-Low
59,No,Travel_Rarely,1429,Research & Development,18,Medical,1,1283,Male,67,Manufacturing Director,Single,10512,20002,6,Y,No,12,80,25,6,9,7,5,4,0,56-65,6-10,11-20,Late career,4-7,3-5 years,VeryHigh,High,No Options,Mid Level,High,Medium-High,High,Medium-High,High,Medium-Low
34,No,Travel_Frequently,135,Research & Development,19,Medical,1,1285,Female,46,Laboratory Technician,Divorced,4444,22534,4,Y,No,13,80,15,2,11,8,5,10,0,26-35,10+,11-20,Experienced,8+,3-5 years,Medium,Medium,Medium,Junior Level,Medium-Low,Medium-High,Medium-High,Medium-High,Medium-High,High
28,No,Travel_Frequently,791,Research & Development,1,Medical,1,1286,Male,44,Laboratory Technician,Single,2154,6842,0,Y,Yes,11,80,5,2,4,2,0,2,0,26-35,4-5,0-5,Early career,2-3,Promoted this year,Low,High,No Options,Entry Level,Medium-High,Medium-High,High,Medium-High,Medium-High,Medium-Low
44,No,Travel_Rarely,1199,Research & Development,4,Life Sciences,1,1288,Male,92,Manager,Divorced,19190,17477,1,Y,No,14,80,26,4,25,9,14,13,0,36-45,10+,0-5,Late career,8+,5+ years,VeryHigh,Low,Medium,Executive Level,Low,Medium-High,Medium-High,High,High,Medium-Low
34,No,Travel_Frequently,648,Human Resources,11,Life Sciences,1,1289,Male,56,Human Resources,Married,4490,21833,4,Y,No,11,80,14,5,10,9,1,8,0,26-35,6-10,11-20,Experienced,8+,1-2 years,Medium,Medium,Medium,Junior Level,Medium-Low,Medium-High,Medium-High,Medium-Low,High,High
35,No,Travel_Rarely,735,Research & Development,6,Life Sciences,1,1291,Male,66,Research Scientist,Married,3506,6020,0,Y,Yes,14,80,4,3,3,2,2,2,0,26-35,2-3,6-10,Early career,2-3,1-2 years,Medium,Very Low,No Options,Entry Level,Medium-High,Medium-High,Medium-High,Medium-High,High,Medium-High
42,No,Travel_Rarely,603,Research & Development,7,Medical,1,1292,Female,78,Research Scientist,Married,2372,5628,6,Y,Yes,16,80,18,2,1,0,0,0,0,36-45,0-1,6-10,Experienced,0-1,Promoted this year,Low,High,No Options,Junior Level,Medium-Low,Medium-High,Medium-Low,High,High,Medium-High
43,No,Travel_Rarely,531,Sales,4,Marketing,1,1293,Female,56,Sales Executive,Single,10231,20364,3,Y,No,14,80,23,3,21,7,15,17,0,36-45,10+,0-5,Late career,4-7,5+ years,VeryHigh,High,No Options,Mid Level,High,Medium-High,High,Medium-Low,High,High
36,No,Travel_Rarely,429,Research & Development,2,Life Sciences,1,1294,Female,53,Manufacturing Director,Single,5410,2323,9,Y,Yes,11,80,18,2,16,14,5,12,0,36-45,10+,0-5,Experienced,8+,3-5 years,Medium,High,No Options,Junior Level,Medium-Low,Medium-High,Medium-High,Medium-High,High,Medium-High
44,Yes,Travel_Rarely,621,Research & Development,15,Medical,1,1295,Female,73,Healthcare Representative,Married,7978,14075,1,Y,No,11,80,10,2,10,7,0,5,1,36-45,6-10,11-20,Mid career,4-7,Promoted this year,High,Medium,Low,Mid Level,High,Medium-High,Low,Medium-High,High,Medium-High
28,No,Travel_Frequently,193,Research & Development,2,Life Sciences,1,1296,Male,52,Laboratory Technician,Married,3867,14222,1,Y,Yes,12,80,2,2,2,2,2,2,0,26-35,2-3,0-5,Entry-level,2-3,1-2 years,Medium,Medium,Low,Entry Level,High,Medium-High,High,Medium-Low,Medium-Low,Medium-High
51,No,Travel_Frequently,968,Research & Development,6,Medical,1,1297,Female,40,Laboratory Technician,Single,2838,4257,0,Y,No,14,80,8,6,7,0,7,7,0,46-55,6-10,6-10,Mid career,0-1,5+ years,Low,Low,No Options,Entry Level,Medium-High,Medium-High,Medium-Low,Medium-Low,Medium-Low,Medium-Low
30,No,Non-Travel,879,Research & Development,9,Medical,1,1298,Female,72,Manufacturing Director,Single,4695,12858,7,Y,Yes,18,80,10,3,8,4,1,7,0,26-35,6-10,6-10,Mid career,4-7,1-2 years,Medium,Low,No Options,Junior Level,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High
29,Yes,Travel_Rarely,806,Research & Development,7,Technical Degree,1,1299,Female,39,Laboratory Technician,Divorced,3339,17285,3,Y,Yes,13,80,10,2,7,7,7,7,1,26-35,6-10,6-10,Mid career,4-7,5+ years,Medium,Medium,Medium,Entry Level,Medium-High,Medium-High,Medium-Low,Medium-High,Low,Medium-High
28,No,Travel_Rarely,640,Research & Development,1,Technical Degree,1,1301,Male,84,Research Scientist,Single,2080,4732,2,Y,No,11,80,5,2,3,2,1,2,0,26-35,2-3,0-5,Early career,2-3,1-2 years,Low,Medium,No Options,Entry Level,Low,Medium-High,High,Medium-High,Medium-Low,Medium-Low
25,No,Travel_Rarely,266,Research & Development,1,Medical,1,1303,Female,40,Research Scientist,Single,2096,18830,1,Y,No,18,80,2,3,2,2,2,1,0,18-25,2-3,0-5,Entry-level,2-3,1-2 years,Low,Medium,No Options,Entry Level,Medium-Low,Medium-High,High,Medium-High,High,Medium-Low
32,No,Travel_Rarely,604,Sales,8,Medical,1,1304,Male,56,Sales Executive,Married,6209,11693,1,Y,No,15,80,10,4,10,7,0,8,0,26-35,6-10,6-10,Mid career,4-7,Promoted this year,High,Medium,Medium,Junior Level,High,Medium-High,Medium-High,High,Medium-High,High
45,No,Travel_Frequently,364,Research & Development,25,Medical,1,1306,Female,83,Manager,Single,18061,13035,3,Y,No,22,80,22,4,0,0,0,0,0,36-45,0-1,21-30,Late career,0-1,Promoted this year,VeryHigh,Medium,No Options,Executive Level,Medium-Low,High,Medium-Low,Medium-High,Medium-High,Medium-High
